ID,Название,Ошибок_x10,Всего,%,URL
636,"[Просчет] ООО ""ХЭДКОРН"" / Ежи ручки 23-05-2025",8,8,100.0%,https://docs.google.com/spreadsheets/d/1tf-3ArOBQcdpzORz9bf7RGfyddl6puFN8QlhMCiNTsw
193,[Просчет] Яна Березнева / Расчет (Универсальная позиция)_пластиковые карты для игры_100_РОСТИКС_КГИ_Мегамаинд 16-07-2025,8,8,100.0%,https://docs.google.com/spreadsheets/d/16sEusz4iFqfmRKn5PMPUYQ0ss6ofnNCNRoXEn0OUx1o
2847,[Просчет] Екатерина Литвина / Расчет (Универсальная позиция)_охлаждающий рукав для соджу_тираж 1000 и 2000 шт_АСГ_КГИ_Мегамаинд 21-03-2025,8,8,100.0%,https://docs.google.com/spreadsheets/d/1ahRfBrJMMPipkQ450qz1-WjUC67t5Cz_9EmO8f_wR50
973,[Просчет-РФ] Ольга Стародубцева Иллан / Расчет_лента с бейджем_680_ГПБА_КГИ_ММ 20-02-2025,8,8,100.0%,https://docs.google.com/spreadsheets/d/11xaAJKexCc9Pv25K9ILiFPibQ2hQA5n9d2n0tg7homo
2489,[Просчет-РФ] запрос КП на наборы для младенцев,8,8,100.0%,https://docs.google.com/spreadsheets/d/1cc_dhJ58utYl6mEwIl66aMKkbXRqDBEWoRl0RkAc-XI
1142,[Просчет-РФ] Мария Княгинина / Антистрессы и бутылки: 200 шт 17-12-2024,8,8,100.0%,https://docs.google.com/spreadsheets/d/1dyzxFMI3z0iSM56EYZRTjgx7FRmJEvIMV8fhJdwRUZY
2852,[Просчет] Мария Княгинина / брелок акриловый_500/1000 шт_МТС Банк_КГИ_ММ 05-02-2025,8,8,100.0%,https://docs.google.com/spreadsheets/d/1Jb61yHHNERhUI-PpNgCaU-hqXYIMT-8z5A6uEKH41Tk
543,[Просчет-РФ] ретрактор + бейдж,8,8,100.0%,https://docs.google.com/spreadsheets/d/13BXsVY7Wggr9Hl0yy1MyQYViOEF3qF2guhQYqj5Kt6o
423,[Просчет-РФ] 83285 ЛК Автомобильная коллекция_4квартал,8,8,100.0%,https://docs.google.com/spreadsheets/d/1hBrqW7Eb1LEd8LaqYvsgkw2Le2A2CsI-7JitkF2I5bw
1565,[Просчет] Анастасия Васильева / С7-Светильник облако-минимальный тираж 27-08-2024,7,7,100.0%,https://docs.google.com/spreadsheets/d/1RW1VxM85kmRscXd8QAjxTKK9LZGJTWySmLTajYgZSzE
711,[Просчет-РФ] Мария Княгинина / ГПБ,7,7,100.0%,https://docs.google.com/spreadsheets/d/1Jn3l-OVj7Mx6TDYdZafwHejKHej9LzFV6ijjj88Wys4
473,[Просчет-РФ] Маргарита / Зонты - 1000 шт 28-05-2025,7,7,100.0%,https://docs.google.com/spreadsheets/d/1lgEFDktIoxCcSQ-VYIKGy3Fccv9O4SxiXqvmNvOyZoI
3103,[Просчет] Ксения Щербакова Иллан / Портмоне - 5050 шт 23-09-2024,7,7,100.0%,https://docs.google.com/spreadsheets/d/1jo8Jw-2KjxJ2VadiICnE0XIRLC8Ch_mm7je3nDQj3qE
674,[Просчет-РФ] Светлана Zeytz / Скотч и таблетницы 08-04-2025,7,7,100.0%,https://docs.google.com/spreadsheets/d/13lbr5nt6rAYBq2RUK80_4S9dtMz1fYAnaO6X5zn7jBw
2581,[Просчет-РФ] Игрушка детские запуск конец июня,7,7,100.0%,https://docs.google.com/spreadsheets/d/1JhACbuLDcdA0XKvZu4Hc50RAPqWHYf7QPcUkPIU2cl0
2347,Расчитать ставку на особую доставку - Артем Василевский / Проработка шахмат 02-07-2025,7,7,100.0%,https://docs.google.com/spreadsheets/d/1_bukj2NbYZ1qZ15sClDpuC0VhnnNhdil-WdUYMNsuYE
2637,"[Просчет-РФ] Лаура Гугкаева / Ретрактор, чехол для наушников, ланъярд_300шт_Сравни.ру_Промогифтс_ММ 28-04-2025",7,8,87.5%,https://docs.google.com/spreadsheets/d/1GR-shoAUlmaPA_rryyw2oRYlIlwi66RyXt2NWz9IJm0
2596,[Просчет-РФ] Кирилл Вихров / Иллан Ланъярды_1700-2000 шт_ММ 24-06-2025,7,9,77.8%,https://docs.google.com/spreadsheets/d/1T2x-SQF2ZID3NHUMHQz_wnW6LahiKZuE4Wk6DW0KVvc
2564,[Просчет-РФ] Запрос на гирлянды фирменные,7,7,100.0%,https://docs.google.com/spreadsheets/d/1kESOZ4ueeQYOjudwb-OgVpAWPwlhirQPCg8j5dwXNQw
2822,"[Просчет-РФ] Мария Княгинина / фарфор (игрушки, подсвечники, посуда, ваза)_текстиль_4000/100 шт_Газпромбанк 15-04-2025",7,9,77.8%,https://docs.google.com/spreadsheets/d/1GOhrI_ifBiTB8l1Ot0_FvfYb45VOvKIsUiTC7nKTsNM
1357,[Просчет] Мерч для 2Гис,7,7,100.0%,https://docs.google.com/spreadsheets/d/1JOsxhPuIaW2u86ouzOWTK-dkcYrhmJEZc6ariqX9Wks
1007,[Просчет] Александр Эйнгорн / просчет украшений 24-02-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1qS7lUBaR-FfiBQ_-OGddNscvYX5onxkGA5mlfdKnndQ
1013,[Просчет-РФ] Шопперы,6,6,100.0%,https://docs.google.com/spreadsheets/d/1i9widXvSrZj9zLMU0TfizrvySNIuDQHcfh0jX_m0TkI
2526,"[Просчет-РФ] Дарья Ельницкая / Иллан ремувка, картхолдер, бутылка, брелок_Петербургская Недвижимость_КГИ_- МЕГАМАЙНД 10-06-2025",6,8,75.0%,https://docs.google.com/spreadsheets/d/1Ay0aV7nvq_cN1Ot-BkVIV63V_ptX4EP0sKo0sm6-ESM
1417,[Просчет] Федерация падел/ мячи и ракетки,6,6,100.0%,https://docs.google.com/spreadsheets/d/1c6q_0g4G64I63izGkCIwsqTAidnIWFxJGbeQ13q1cb8
3002,"[Просчет] Мария Княгинина / Мария/набор для чистки, брелок-кликер/Cloud.ru 03-10-2024",6,6,100.0%,https://docs.google.com/spreadsheets/d/1hmNse12R4qjfXTgLx6mvhRLSyS20Xw78JuaGPZXtB7k
770,[Просчет] Евгения Пономарева / Зарядное устройство 29-04-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/142ZmIt37COz6fL9sAKQd8o3C82oeamH11kXxH42delo
2876,[Просчет] Екатерина Литвина / Расчет (Универсальная позиция)_картхолдер_30 000 шт_ПСБ_КГИ_Мегамаинд 23-01-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1B5TvpXTE6dXnkm6c8KBEVrZ3YSns0X4hsUv0MyAlfAI
201,[Просчет-РФ] Мария Княгинина / Игрушка и чехол на телефон / 15-07-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1xys64VUtEBxgRm6DcyMg3__P2fBHKwYhMKGG1ZwnRSw
968,[Просчет] Лаура Гугкаева / просчет елочек 19-02-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/18VXNG1WEgKbfJ6gEFlThXSDw6rKRpLa5X_KXLDPjjTQ
2685,[Просчет-РФ] Мария Княгинина / Антистрессы - 700 шт 14-03-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1QQOIHypzZLnEeXaKFuwq1UfngMYits8sL10-EehhIDY
2861,[Просчет] Ксения Щербакова Иллан / Аккумулятор 5000mah 06-02-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1ufLncGuTr7OyFpV3uumRbNXlTrd_okdEWOMjOk0uLTw
821,[Просчет] Ольга Гуляева / Расчет_мерча 2025 НАШЕНЬКА_6000/5000/4000_Птицефабрика Северная_КГИ_ММ 06-03-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/13ZtZ4zQJ4elQBK5N3e2v0ODXM7uBHHvbNc7kfrG08eo
809,[Просчет-РФ] Чайные пары,6,6,100.0%,https://docs.google.com/spreadsheets/d/1dY4z4cDZZC19A73QEMcb4hGRaDEFqy7efp7jmfinLgo
548,[Просчет-РФ] рюкзак,6,6,100.0%,https://docs.google.com/spreadsheets/d/1O8JCqqOuEPqVN9ymvGrIXeZV8D3Y1n6IXxRN__zteiI
2859,"[Просчет-РФ] Мария Княгинина / портативные увлажнители с ПВХ-шевроном - 300, 500, 1000 шт 06-02-2025",6,8,75.0%,https://docs.google.com/spreadsheets/d/16byzEc3H_9H9FOemz3JvP-oMmZLj_k31uxNujNFtSNg
789,[Просчет-РФ] Стаканы одноразовые / 14-01-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1uuz4a28T2IW8SR8mv9swCPNKJZ0gb1l52n_aXzzxrS0
992,[Просчет-РФ] Ольга ТМГ / запрос на пошив охлаждающего рукава для вина: 500 - 10000 шт 21-02-2025,6,8,75.0%,https://docs.google.com/spreadsheets/d/1aMbaBMnGkcIMMZXpaogPws8ps55ktmjde1usSe6OOFU
762,"[Просчет] Лиза Постных / бейсболка, полотенца, органайзер, сумка _600 шт._НЛ_КГИ_ММ 29-04-2025",6,6,100.0%,https://docs.google.com/spreadsheets/d/1zyN9LIZ_ODu0W7BtsDOgAi2OuCaZoaEBjcm4Hrnf2hM
763,[Просчет-РФ] FW: мерч-2034 фестивали.,6,12,50.0%,https://docs.google.com/spreadsheets/d/1BqMa70TxvWezJ4WwjhvgAKj39TTEdlmcENo0u7RI0Og
1174,[Просчет] Альбина Сергеева / Пакет для рюкзака 50х40_РТК 13-11-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/1OL015BRA2GHF8LlhXW0mdd_8YCU-Am0ZUkcLFYhFodw
3039,[Просчет] Запрос изготовления сувенирной продукции,6,6,100.0%,https://docs.google.com/spreadsheets/d/1g6k4Agn5VQoNQAI5Xpv_hq0K9T4XBB8GJlLbCo-kwYw
2333,[Просчет] ООО РПК «Яркие Знаки» / портативные проекторы 11-07-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1E9MCa_VJp3nX957aerMn72eNZgABGTZShT2J-nyTxrY
207,[Просчет-РФ] Александр / 12-07-2025,6,10,60.0%,https://docs.google.com/spreadsheets/d/1uDOaPakw_aM9vGZUk7E_9XNXE8iAfVXwZ6pUnRsLq10
2643,"[Просчет-ОАЭ] Gold Apple / Пакеты бумажные 125,000шт 28-04-2025",6,6,100.0%,https://docs.google.com/spreadsheets/d/1vGfzqx2alCTsN0tTBwe6LUcT1sr63byGnmBWltgbFc8
429,[Просчет-РФ] FW: Подставка для ноутбука и планшета Scaffold,6,6,100.0%,https://docs.google.com/spreadsheets/d/1h6eLc03ntfsXBKJlqZv3IuXohdIkK4lwG3XBRhXvz6Y
824,[Просчет-РФ] Кристина Егорова Иллан / Шопперы - 500 шт 06-03-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1mdJ6g3sjcyh8-bZ-V-ZbqrDyzjWWZMK6Fnfc4QoAMr8
1028,[Просчет-РФ] Ирина ТМГ / головоломка 500 шт,6,6,100.0%,https://docs.google.com/spreadsheets/d/1NGo41cb94fYp6dNOh-wzQl5Yg3fa7GVmDB1c2X9kIqc
2906,[Просчет] Анастасия Антонова Иллан / Умная бутылка_КГИ_ММ 29-01-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1vsePo0zhlYpL6JJZLYisXSjrTdquTKRSi12VmJb_W_A
1177,[Просчет-РФ] Сувенирные наручные часы запрос цен 11.11,6,6,100.0%,https://docs.google.com/spreadsheets/d/1ihH7qsYt2HDIoS1ZFBKYr29R2oqWb1OjSK81qdhJlis
947,[Просчет-РФ] Запрос № 37268 вечный карандаш,6,6,100.0%,https://docs.google.com/spreadsheets/d/1l_LfNZ_IH-EV0qKPLdHCGX7waf8SiaQ9kzCyu-Zd8eQ
2654,[Просчет-РФ] Татьяна Иллан / ручки 11700 шт,6,6,100.0%,https://docs.google.com/spreadsheets/d/1yUz3leybpQdEiUAVhkDgRDkTcn63kZTyKqtLUX3i8jc
2640,[Просчет-РФ] Иллан / Расчет (Универсальная позиция)_брелоки_1000шт_ТВЭЛ_КГИ - ММ 28-04-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1D7_PEgUsbakxPoVXVlGqhssnet4TFuvClv13NmhemR4
2734,[Просчет] РФ / ЦСКА_Движение Первых 03-06-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1CVmucC_nGEEGAreA_0P1Pla1WkS6i-x2l7hlk7LQ7v8
667,[Просчет-РФ] Мерч,6,6,100.0%,https://docs.google.com/spreadsheets/d/1vB8TRqBbqr2gVSOp5dPsdJIhnok_L94AwrJoVdDdBAs
2592,[Просчет-РФ] Картхолдеры,6,12,50.0%,https://docs.google.com/spreadsheets/d/1l7nOweYpO_hVhTWTuO9MCqiC907Gu0QrzrUbBQbC9GE
1266,[Просчет] Екатерина Майорова / Брелок японец/Алкогольная Сибирская группа/Иллан 09-10-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/1xjrsmgoKz5cyu6qqQqVkTfX8bNUmvYVnlNEJP9NSc6E
1272,"[Просчет] Ксения Щербакова Иллан / Галстук / платок / зажим - 2446, 3574 шт 10-10-2024",6,12,50.0%,https://docs.google.com/spreadsheets/d/1996V3CPGw2V5A4ysOyv7yo8ajjjU35wzroZKl7-Cse8
2627,[Просчет-РФ] Ксения Щербакова Иллан/ Брелок-рулетка,6,6,100.0%,https://docs.google.com/spreadsheets/d/1sJmSIHTWtKOjyrBgRgcPj0eEzEnlhQEam16RR4yAFQs
2814,[Просчет-РФ] запрос предложений по подносам,6,6,100.0%,https://docs.google.com/spreadsheets/d/1riSf2DLPxF5XhyczlidWGkJ5FDwOu5-jrUAjn3_el2s
511,[Просчет-РФ] Ника Иллан ВБ /Фарфорит,6,6,100.0%,https://docs.google.com/spreadsheets/d/1zwWOwBdo5OjCP3jNhx8NYeDnXJFQuF5PFF2JKGj3F30
1104,[Просчет] Лиза Постных / Расчет (Универсальная позиция)_Подставка под книги по индивидуальному дизайну_50 / 100_Хэдхантер_КГИ_ММ 10-12-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/1Y91ySHvhNvh7qtd1kvwNVEM4miIgZ9DVKD0btcfCTtA
2626,[Просчет] Дарья Ельницкая / елочные игрушки 25-04-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1XOZYZQcbwNPc2XfDMOQEE8eXvlWqyEqki3fnZ1KqCPo
2426,[Просчет] Екатерина Литвина / Расчет_Мишка-маскот_500 шт_КГИ_Мегамаинд 15-05-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1YTTf7ot7D8-d1S3DIJ5Kw3WLWbNzphU_V5oYqg09Yok
2396,[Просчет] Алина Зернова / тарелочки 17-06-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1eYoWvvuX0coufUfxOG3O0qXOXRIWmvlngyZ7Ydmc6yw
2341,[Просчет-РФ] Светлана / Носочки для йоги от 300 шт. Иллан 09-07-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1pXLgshrdW-eOxU8rkwJ1wxvasxWdQVONzu1Lbk3CCpA
2355,[Просчет-РФ] Спинеры . 2100 штук,6,6,100.0%,https://docs.google.com/spreadsheets/d/1xifoGYqAV69BJ_DR2mvS6dk1qjtAx2RG1p6pjAuyajM
1106,[Просчет] Альбина / Рюкзак 10-12-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/1UnFwGPiO4LmIjIPCYkJFUWHmDeOdV_OEJjAflWeXNHI
2802,[Просчет-РФ] Кристина Егорова Иллан / Ручки - 1000 шт 04-04-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1GUdqW_1rzsKhCMqgYM2d3dpNf8nRCVlY7UwdLltU04o
2779,[Просчет-РФ] ООО «СИМБОЛ КОММЬЮНИКЕЙШН ГРУПП» /подбор подарков 03.04.2025,6,52,11.5%,https://docs.google.com/spreadsheets/d/1s6SH8UKVJb2q1hfAoH9Uezro0dyVj4eTmX99-cXrJH8
659,[Просчет] Полина Вальницкая / блокноты_4395_МТС_КГИ_ММ 19-05-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1IyU3invVcv3E2X3oyxE8ec7vdts5w4v5LUOFQgcl4ac
2584,[Просчет-РФ] Иллан / китайские шашки 300 шт,6,6,100.0%,https://docs.google.com/spreadsheets/d/1Et-UzewbZ3jeAUbE4uTcv1zGbXkzdzjhD93C7ZqxXns
2543,[Просчет-РФ] Елена Too Many Gifts / 22-05-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1dn9v_m217WJDTE9UIbZZP_Gqc9Ye0Zpzu9JKLJDzdm4
1062,[Просчет-РФ] от Файн Лайн,6,6,100.0%,https://docs.google.com/spreadsheets/d/1HHHo43L8loxJGnUOTuW7YGGt4gtMc_Cm5KyMuN9ZI8k
1089,[Просчет-РФ] Запрос на антистресс.000004409,6,6,100.0%,https://docs.google.com/spreadsheets/d/1Y7icvsqWIRFMBHZeiqhv9XMnILyTZG_YUULJuCfGpvU
649,[Просчет] ООО Кастомлаб / Гринатом термопатчи 21-05-2025,6,10,60.0%,https://docs.google.com/spreadsheets/d/133qbIjZW9a9q4bS-IFFt-bQTfEKNRrjjoJnQpd88lIw
1260,[Просчет-РФ] Мария ТМГ (Продажи) / Медали - 50 шт 26-11-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/1ImKrWOWHMeCdrLmjU1BMDiK0A-UM0j-pthep2qj851o
1328,[Просчет] Артем Василевский / Проекторы 17-10-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/1e4TUbYTcjcefOPH8iuDPfA_cIBP7beZDwEd8cdI5w08
2812,[Просчет] Мария Орлова Иллан / Расчет_дождевик лдпр_ММ 04-04-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1cJWR1AxB70MyW9dW-oYnSi7XZoYVvRtZuufA-9_ajgg
701,[Просчет-РФ] Поезд ВСМ на пульте управления/рф_100_МДТО_КГИ_ММ Иллан 09-04-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1WToi_5vtpt7oze__YyAOgb8oYHPDoneen1cUMjt0rlg
714,[Просчет-РФ] Термокружка Red,6,8,75.0%,https://docs.google.com/spreadsheets/d/1QFjaOj3RJlbYgqdDUdeJJ17gk2g8qEhFHikBF5Ylug4
2393,"[Просчет] Алина Зернова / кружки,тарелки 26-06-2025",6,6,100.0%,https://docs.google.com/spreadsheets/d/1OdpGosnRypZb3mNa2Fl6ZokglZOUNmsS9ZZKrQembLE
258,[Просчет-РФ] Яна Иллан / Иллан Шоперы с кожей 200 шт. 02-07-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1hUMj7RBRAmXVV9fj2R8EyEdINpG7pfF2nv6LVn4r4NA
1275,[Просчет] коктейльные палочки,6,6,100.0%,https://docs.google.com/spreadsheets/d/1LG38NeJ7xVOssUWGthUJd1nEZ8XPXYpmD6VtH8W3Pdo
660,[Просчет] Полина Вальницкая / Ежики с выставки 13-05-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/17vdMs4yg66MDUnKB-qdoDnSAQW3OmLmZ4yWgbf2uB-Y
884,[Просчет-РФ] Значки_700 и 63.000_МДТО_КГИ,6,6,100.0%,https://docs.google.com/spreadsheets/d/1dsZYwzaMnh4aISnJEi131anAqxY3VPQ6X0_nqkdZhck
1061,[Просчет-РФ] Коробка,6,6,100.0%,https://docs.google.com/spreadsheets/d/1vbe8UjiQKgElYXmzK3raqo-uEVGpTZsR7Y8b5RWFURE
2742,[Просчет] Татьяна Тихонова Иллан / Расчет (Универсальная позиция)_бутылка со шнурком-держателем_1300 штук_Wink_КГИ_ММ 22-06-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1ggGUNaeqfFvn8VtS_lYAzIgI1udy_DD1l5sMqAVWUGs
1101,[Просчет-РФ] Полина Тарнополь / косметичка Тедди,6,6,100.0%,https://docs.google.com/spreadsheets/d/1Q5BJU4uJ_mC2I2laOxLvBaheXGkWlTQc4Spj8LetB9w
716,[Просчет-РФ] FW: вееры на заказ,6,6,100.0%,https://docs.google.com/spreadsheets/d/1Cuo88lV8P_kyYWxapGaNwVeYMGQg_ZqpYLoLDfowq7Y
918,[Просчет-РФ] Элина Казандж Ресо Лизинг / 28-03-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/153u4-HTSYAhzW0sNt5xSefJB4Ubu4l0TPlDEBeoKPZE
2958,[Просчет] Мария Княгинина / Дипломы МТС_КГИ_ММ 23-12-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/1DxsHbFF_1O8LjyIloDFVV8dCUKtsrHIyf3siqrqfW8o
3111,[Просчет] Артем Василевский / Гирлянды 24-09-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/10cnS0OFpuEX-n1CQ4m70iIIUbIBuXs_FmSKUjy-CZek
861,[Просчет] Татьяна Тихонова Иллан / Расчет (Универсальная позиция)_Рюкзаки ликвид_минимальный_Билайн_КГИ_ММ 11-03-2025,6,10,60.0%,https://docs.google.com/spreadsheets/d/1K4IY_rveRfcrTO8DNAekyaDL1kwcdSvAjyl35oMSUlU
450,[Просчет-РФ] БСК 2026 год,6,6,100.0%,https://docs.google.com/spreadsheets/d/1OoKWNAzMcrnA85uexSE0xSyq1QChiECiutW5kgF95JA
242,[Просчет-РФ] Мерч для Sense,6,6,100.0%,https://docs.google.com/spreadsheets/d/1tg1GAr3Betc13a3jKXVybjX0jUX_suS7IfS4y1JNR_Q
2388,"[Просчет-РФ] Яна Березнева / Иллан Норильскникельремонт_жесткий диск, брелок, мультитул_Норникель_КГИ_Мегамаинд 02-06-2025",6,6,100.0%,https://docs.google.com/spreadsheets/d/1Tl2RHP6kACBQzeQ0eSfCVgT-9J-zFONx1z1n6qOI0zk
727,[Просчет-РФ] Лошадка из смолы / 10.04.2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1EXjIH-Nmsgyd2oIYtvw0gTGlEh7ZUsJ-ToUfmE-tQSg
2377,[Просчет-РФ] чехол для телефона,6,6,100.0%,https://docs.google.com/spreadsheets/d/11it_Z26pIPBnFhEFiAj-1gs_Jqo8e1KM9Dhpualji84
531,[Просчет-РФ] Подушка тревл,6,6,100.0%,https://docs.google.com/spreadsheets/d/11LgM1-lKZRCEslgSw2sMKvtX7BF8nw-3ATNw1Dympow
243,[Просчет-РФ] АЛРОСА_Расчет_КГИ,6,10,60.0%,https://docs.google.com/spreadsheets/d/1lFSduWOJ3VduydGhSo-H6UEdcNSAZYUx9GxajtWfi0s
2773,[Просчет-РФ] Глитер с блестками,6,6,100.0%,https://docs.google.com/spreadsheets/d/13rF7HAlBumB2it0p2Phi7Kt4376Oh5_ufiFYO5R38pI
486,"[Просчет-РФ] Мария ТМГ (Продажи) / Кепки 300/500, Очки - 1000 шт 05-06-2025",6,6,100.0%,https://docs.google.com/spreadsheets/d/1Bgfmffy0LdiIGNfQeVc4YbZZ-YO5b8pm7s2ugkXME60
679,[Просчет] Мария Орлова Иллан / Расчет_футболка_700-2500шт_ВК_ММ 08-04-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/18-1vw2Pn8sCAziMFJtIoFlH7595QKDhT1W7xKYLb5ZY
2956,[Просчет-РФ] Татьяна Иллан / игрушечный грузовик 50 шт Яндекс Доставка,6,6,100.0%,https://docs.google.com/spreadsheets/d/1uf5hWYi0LW6M36R9WKT8JX_HsXihqb948SwZ0XvxdTI
1324,[Просчет] Ольга Стародубцева Иллан / рюкзак/сумка_30/30_Градостроительный комплекс Москвы_КГИ_ММ 16-10-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/19Ew0bDbIxnYViQbk09upErW9mlXuxHoViU2GGxyV1ek
1126,[Просчет-РФ] Мария Княгинина / Наборы ёлочных игрушек - 300 шт 12-12-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/1gAcBWG33oMt0Q8jmafFI-7e6uLIetyd22PuPcHwx30M
2349,[Просчет-РФ] Запрос калькуляторы___ООО Полиграфия,6,6,100.0%,https://docs.google.com/spreadsheets/d/1QGC-IuQqyGnKga9Pa6BT4MNPpigwsexjAduUOKr8rnA
3043,[Просчет] Настя Иллан / ручки С7 / 50 тыс. шт.,6,6,100.0%,https://docs.google.com/spreadsheets/d/1dID6FeHCFVdle5wZx12km_pQDHp2EJHm8JRN4UdqOd0
1899,"[Просчет] ООО ""КГИ"" / Пятерочка тендер 14-05-2024",6,32,18.8%,https://docs.google.com/spreadsheets/d/1doatW5fS3U443I-equlxsEQvbHaqLvVS2Sq5hCnAhYs
3056,[Просчет] ООО Кастомлаб / Бирки для одежды 22-10-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/18r_tf1RT_GcH3EK5amVcJO8EeKQM_DhODoqcDggsLD4
877,[Просчет-РФ] Ручки 3х видов Халва,6,6,100.0%,https://docs.google.com/spreadsheets/d/196uaHR89sxIDdhpHUdpAGDIVxCSDDr0WI3gHr5_Z-9A
2576,[Просчет-РФ] Запрос чехол для чемоданов__Полиграфия _рогнеда,6,6,100.0%,https://docs.google.com/spreadsheets/d/1qMlP6rAl-2gtjdP3bHR24V-haW9yhMsw8eTwLWbpi7I
683,[Просчет-РФ] Яндекс Юля / шопперы из органзы 1000 шт,6,6,100.0%,https://docs.google.com/spreadsheets/d/19Cl3DSoe2FfRhyfDOJyVgcR-YZFOg6SUWDo8qbqp3gM
456,[Просчет-РФ] Веера 1 000 штук,6,6,100.0%,https://docs.google.com/spreadsheets/d/1ebnO9rsHcLUupGp7OO6a848MbWPLjIUxgXZ8ONVLjkA
2370,"[Просчет-РФ] Татьяна Рыбалко / Конструктор: 1500, 2000, 2500 шт 25-06-2025",6,6,100.0%,https://docs.google.com/spreadsheets/d/17FjdXzUPxraV9DVOuSbGluPmVL30Aid8AvqQfZRX6uY
3052,[Просчет] Ульяна PIMS / PIMS / Ежедневник ORIGIN 300 шт 21-10-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/1vvwOjw1AatF4qHCh0DNt9ifE2hIy658ZaY7Kt9p8tog
3047,[Просчет] Артем Василевский / Сумки дутик вк 08-10-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/1h625TSGrJp4EUuQyi_uBWi27Hbe8kRc26VhNFcIvrU8
2952,[Просчет] ООО Кастомлаб / Сумки поясные 20-12-2024,6,6,100.0%,https://docs.google.com/spreadsheets/d/1S_Z5iUuZqGQvzcqs6ZooEi7e0CDsM3og01kYsJhOfWg
696,[Просчет-РФ] Ольга Гуляева / банты для елки_2800 шт_НСПК_КГИ Иллан 09-04-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1Mfocbqw9oCs20FGp3OjhYKlrw7JpZ2oLtpazZIuW7N8
2575,[Просчет-РФ] запрос чехлы на велосипед,6,6,100.0%,https://docs.google.com/spreadsheets/d/15KPn5_hHCGinerKBRD1KsRcfFGyVXhrNgyyXIlwjJMc
2987,[Просчет] ЗАПРОС//Конфеты фарворовые_победа вкуса,6,6,100.0%,https://docs.google.com/spreadsheets/d/1KsQvNUvNkAeELPCHJkQ945o_ruIEJpaOu_uNqocvAg8
723,[Просчет-РФ] Светлана Zeytz / Для музея - 100 шт 10-04-2025,6,12,50.0%,https://docs.google.com/spreadsheets/d/11_L_QLgQ4sBnZeinfMNjgAdU4DBJCAgfFKcj_2QL738
736,[Просчет-РФ] Иллан Чехол для ноутбука / 11-04-2025,6,6,100.0%,https://docs.google.com/spreadsheets/d/1gd6aq-KQUFEzbdOVi6oVg_THMBQik00JCdmTy-7gUrI
3087,"[Просчет] Юлия Антонова Иллан / ПЗУ, подсвечник, ежедневник_1000шт_КГИ_ММ 18-09-2024",6,8,75.0%,https://docs.google.com/spreadsheets/d/1dAi-oZq774c5Y-np82FLHx-D1TxU_qF2tYI4wT3Y38s
483,[Просчет-РФ] Мария Княгинина Иллан Газпромбанк _Снежный шар_4000 шт,6,6,100.0%,https://docs.google.com/spreadsheets/d/1MSaecZnHp0vpkhO7EZm7eDkyzlc9NWeMlSObxayBrrY
