ID_Оффера,ID_Товара,ID_Проекта,Название_Проекта,Quantity_OLD,Маршрут,Price_USD,Price_RUB
6092,2124,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка ЖД,30.9,3007.0
6093,2124,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка АВИА,33.3,3278.0
6094,2124,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,50000,Доставка ЖД,29.5,2870.3
6095,2124,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,50000,Доставка АВИА,31.8,3129.0
6098,2125,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка ЖД,3.03,272.44
6099,2125,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка АВИА,3.29,295.73
6100,2125,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка ЖД,2.65,238.72
6101,2125,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка АВИА,2.83,254.52
6102,2125,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,50000,Доставка ЖД,2.59,232.84
6103,2125,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,50000,Доставка АВИА,2.76,248.64
6106,2126,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка ЖД,1.34,120.42
6107,2126,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка АВИА,1.42,127.44
6108,2126,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка ЖД,1.12,100.74
6109,2126,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка АВИА,1.24,111.49
6110,2126,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,50000,Доставка ЖД,1.01,91.25
6111,2126,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,50000,Доставка АВИА,1.13,101.44
6112,2127,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,5000,Доставка ЖД,27.94,2598.06
6113,2127,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,5000,Доставка АВИА,30.77,2861.56
6114,2127,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка ЖД,27.48,2555.55
6115,2127,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка АВИА,30.31,2819.05
6116,2127,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка ЖД,26.66,2479.56
6117,2127,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка АВИА,29.41,2735.31
6118,2128,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,5000,Доставка ЖД,9.64,896.92
6119,2128,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,5000,Доставка АВИА,10.52,978.67
6120,2128,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка ЖД,9.33,868.01
6121,2128,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка АВИА,10.35,962.8
6122,2128,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка ЖД,9.05,841.66
6123,2128,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка АВИА,10.04,933.89
6124,2129,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,5000,Доставка ЖД,10.08,941.745
6125,2129,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,5000,Доставка АВИА,11.046,1027.6
6126,2129,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка ЖД,9.579,911.4
6127,2129,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка АВИА,10.86,1010.9
6128,2129,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка ЖД,9.55,883.78
6129,2129,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка АВИА,10.54,980.58
6130,2130,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,5000,Доставка ЖД,16.41,1525.97
6131,2130,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,5000,Доставка АВИА,18.02,1676.17
6132,2130,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка ЖД,16.09,1496.5
6133,2130,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка АВИА,17.71,1646.7
6134,2130,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка ЖД,15.93,1481.2
6135,2130,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка АВИА,17.54,1631.39
6136,2131,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,5000,Доставка ЖД,5.66,526.31
6137,2131,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,5000,Доставка АВИА,5.94,552.66
6138,2131,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка ЖД,5.49,510.44
6139,2131,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка АВИА,5.77,536.79
6140,2131,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка ЖД,5.32,495.14
6141,2131,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка АВИА,5.61,521.49
6142,2132,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,5000,Доставка ЖД,17.22,1602.3
6143,2132,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,5000,Доставка АВИА,18.92,1759.97
6144,2132,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка ЖД,16.9,1571.32
6145,2132,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,10000,Доставка АВИА,18.595,1729.03
6146,2132,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка ЖД,16.69,1555.2
6147,2132,851,Расчет (Универсальная позиция)_Рюкзак Palitra_500/100_NL_Промогифтс_ММ,30000,Доставка АВИА,18.41,1712.95
6148,2133,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,7000,Доставка ЖД,21.22063228,1960.856905
6149,2133,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,15000,Доставка ЖД,20.62115741,1906.904167
6150,2134,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,7000,Доставка ЖД,2.630770238,248.5503214
6151,2134,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,15000,Доставка ЖД,2.499362037,236.7235833
6152,2135,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,3000,Доставка ЖД,1.439278241,134.0102917
6153,2136,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,3000,Доставка ЖД,0.8834490741,83.98566667
6154,2137,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,1000,Доставка ЖД,3.359349537,305.7074583
6155,2138,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,1000,Доставка ЖД,7.842273148,713.7605833
6156,2139,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,1000,Доставка ЖД,9.451252315,858.5687083
6157,2140,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,7000,Доставка ЖД,22.59542202,1971.894205
6158,2140,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,15000,Доставка ЖД,21.95625626,1917.565116
6159,2141,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,10000,Доставка ЖД,22.58629597,1971.118491
6160,2141,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,15000,Доставка ЖД,22.42346251,1957.277647
6161,2142,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,7000,Доставка ЖД,2.802686557,250.0748073
6162,2142,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,15000,Доставка ЖД,2.661874134,238.1057514
6163,2143,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,3000,Доставка ЖД,1.536351364,135.0899785
6164,2144,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,3000,Доставка ЖД,0.944556781,84.78743889
6165,2145,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,1000,Доставка ЖД,3.588549278,308.4113887
6166,2146,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,1000,Доставка ЖД,8.361544417,718.7314755
6167,2147,852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,1000,Доставка ЖД,10.074634,864.34409
6170,2148,853,"[Просчет] Иллан / Расчет (Универсальная позиция)_Картхолдер, обложка для паспорта, багажная бирка_100/200/1000 шт_Ростелеком_КГИ_ММ 10-03-2025",10000,Доставка ЖД,5.37,483.47
6171,2148,853,"[Просчет] Иллан / Расчет (Универсальная позиция)_Картхолдер, обложка для паспорта, багажная бирка_100/200/1000 шт_Ростелеком_КГИ_ММ 10-03-2025",10000,Доставка АВИА,5.94,531.8
6174,2149,853,"[Просчет] Иллан / Расчет (Универсальная позиция)_Картхолдер, обложка для паспорта, багажная бирка_100/200/1000 шт_Ростелеком_КГИ_ММ 10-03-2025",10000,Доставка ЖД,5.81,522.97
6175,2149,853,"[Просчет] Иллан / Расчет (Универсальная позиция)_Картхолдер, обложка для паспорта, багажная бирка_100/200/1000 шт_Ростелеком_КГИ_ММ 10-03-2025",10000,Доставка АВИА,6.38,575.31
6176,2150,853,"[Просчет] Иллан / Расчет (Универсальная позиция)_Картхолдер, обложка для паспорта, багажная бирка_100/200/1000 шт_Ростелеком_КГИ_ММ 10-03-2025",10000,Доставка ЖД,7.11,639.63
6177,2150,853,"[Просчет] Иллан / Расчет (Универсальная позиция)_Картхолдер, обложка для паспорта, багажная бирка_100/200/1000 шт_Ростелеком_КГИ_ММ 10-03-2025",10000,Доставка АВИА,7.36,662.58
6178,2151,853,"[Просчет] Иллан / Расчет (Универсальная позиция)_Картхолдер, обложка для паспорта, багажная бирка_100/200/1000 шт_Ростелеком_КГИ_ММ 10-03-2025",10000,Доставка ЖД,6.44,579.89
6179,2151,853,"[Просчет] Иллан / Расчет (Универсальная позиция)_Картхолдер, обложка для паспорта, багажная бирка_100/200/1000 шт_Ростелеком_КГИ_ММ 10-03-2025",10000,Доставка АВИА,6.62,595.96
6180,2152,853,"[Просчет] Иллан / Расчет (Универсальная позиция)_Картхолдер, обложка для паспорта, багажная бирка_100/200/1000 шт_Ростелеком_КГИ_ММ 10-03-2025",10000,Доставка ЖД,8.28,744.94
6181,2152,853,"[Просчет] Иллан / Расчет (Универсальная позиция)_Картхолдер, обложка для паспорта, багажная бирка_100/200/1000 шт_Ростелеком_КГИ_ММ 10-03-2025",10000,Доставка АВИА,8.53,767.89
6182,2153,854,[Просчет-РФ] Пакеты пупырки 1000 шт Технопрогресс,10000,Доставка ЖД,1.11,105.09
6183,2154,854,[Просчет-РФ] Пакеты пупырки 1000 шт Технопрогресс,10000,Доставка ЖД,1.06,100.96
6184,2155,854,[Просчет-РФ] Пакеты пупырки 1000 шт Технопрогресс,100000,Доставка ЖД,1.17,110.65
6186,2156,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,10000,Доставка ЖД,2.79,246.0
6187,2156,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,50000,Доставка ЖД,2.48,219.0
6188,2157,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,10000,Доставка ЖД,6.58,593.725627111111
6189,2158,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,10000,Доставка ЖД,9.81,863.6536444444444
6190,2159,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,30000,Доставка ЖД,3.23,299.9969675555556
6191,2160,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,10000,Доставка ЖД,12.4,1112.5838888888889
6192,2161,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,5000,Доставка ЖД,7.26,639.0
6193,2161,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,10000,Доставка ЖД,7.03,619.0
6194,2162,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,5000,Доставка ЖД,19.03,1675.0
6195,2162,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,10000,Доставка ЖД,18.72,1648.0
6196,2163,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,5000,Доставка ЖД,9.48,835.0
6197,2163,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,10000,Доставка ЖД,9.02,794.0
6198,2164,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,5000,Доставка ЖД,12.61,1139.94
6199,2164,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,10000,Доставка ЖД,12.01,1086.75
6200,2165,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,5000,Доставка ЖД,16.64,1499.87
6201,2165,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,10000,Доставка ЖД,15.74,1420.94
6202,2166,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,5000,Доставка ЖД,7.92,709.29
6203,2166,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,10000,Доставка ЖД,7.61,681.84
6204,2167,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,5000,Доставка ЖД,2.04,189.18
6205,2167,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,10000,Доставка ЖД,1.96,182.33
6206,2168,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,10000,Доставка ЖД,3.79,347.04
6207,2169,857,[Просчет-РФ] Аня Русакова Иллан / Велком Пак S7,10000,Доставка ЖД,2.71,241.0
6208,2170,858,[Просчет] ООО МГМ / Чехол для ноутбука ХК 11-03-2025,2000,Доставка ЖД,17.8,1.0
6209,2171,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,100000,Доставка ЖД,0.28,25.14
6210,2171,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,100000,Доставка АВИА,0.32,29.06
6211,2171,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,120000,Доставка ЖД,0.27,24.14
6212,2171,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,120000,Доставка АВИА,0.31,27.95
6213,2172,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,50000,Доставка ЖД,0.31,27.96
6214,2172,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,50000,Доставка АВИА,0.35,31.16
6215,2172,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,120000,Доставка ЖД,0.29,25.79
6216,2172,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,120000,Доставка АВИА,0.32,29.0
6217,2173,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,60000,Доставка ЖД,0.33,29.57
6218,2173,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,60000,Доставка АВИА,0.36,32.78
6219,2173,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,120000,Доставка ЖД,0.3,26.63
6220,2173,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,120000,Доставка АВИА,0.33,29.84
6221,2174,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,100000,Доставка ЖД,1.04,93.63
6222,2174,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,100000,Доставка АВИА,1.07,96.66
6223,2174,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,120000,Доставка ЖД,0.95,85.71
6224,2174,859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,120000,Доставка АВИА,0.99,88.74
6225,2175,861,[Просчет] Татьяна Тихонова Иллан / Расчет (Универсальная позиция)_Рюкзаки ликвид_минимальный_Билайн_КГИ_ММ 11-03-2025,3000,Доставка ЖД,18.102,1629.0
6226,2175,861,[Просчет] Татьяна Тихонова Иллан / Расчет (Универсальная позиция)_Рюкзаки ликвид_минимальный_Билайн_КГИ_ММ 11-03-2025,3000,Доставка АВИА,19.912,1791.0
6229,2177,861,[Просчет] Татьяна Тихонова Иллан / Расчет (Универсальная позиция)_Рюкзаки ликвид_минимальный_Билайн_КГИ_ММ 11-03-2025,3000,Доставка ЖД,5.94,534.73
6230,2177,861,[Просчет] Татьяна Тихонова Иллан / Расчет (Универсальная позиция)_Рюкзаки ликвид_минимальный_Билайн_КГИ_ММ 11-03-2025,3000,Доставка АВИА,6.11,550.05
6231,2178,861,[Просчет] Татьяна Тихонова Иллан / Расчет (Универсальная позиция)_Рюкзаки ликвид_минимальный_Билайн_КГИ_ММ 11-03-2025,3000,Доставка ЖД,7.05,634.75
6232,2178,861,[Просчет] Татьяна Тихонова Иллан / Расчет (Универсальная позиция)_Рюкзаки ликвид_минимальный_Билайн_КГИ_ММ 11-03-2025,3000,Доставка АВИА,7.23,651.09
6238,2182,865,[Просчет-РФ] Шнур для телефона_200 шт_Т1_КГИ,2000,Доставка ЖД,3.63,319.01
6239,2182,865,[Просчет-РФ] Шнур для телефона_200 шт_Т1_КГИ,2000,Доставка АВИА,3.97,349.53
6256,2187,867,[Просчет-РФ] запрос - электрогрили,20000,Доставка ЖД,46.79,4117.1
6257,2187,867,[Просчет-РФ] запрос - электрогрили,20000,Доставка АВИА,57.07,5022.18
6266,2192,869,[Просчет-РФ] бумажные стаканчики / 24-03-2025,182000000,Доставка Контейнер,0.086,7.583342752
6267,2192,869,[Просчет-РФ] бумажные стаканчики / 24-03-2025,182000000,Доставка ЖД,0.18,15.84
6274,2196,871,[Просчет-РФ] Мария Княгинина / шнур/попсокет_400/300 шт_МКБ 24-03-2025,3000,Доставка ЖД,2.19,193.06
6277,2199,872,"[Просчет] ООО ""АПЕЛЬБУРГ-ПРИНТ"" / Ланъярды 500 шт. 24-03-2025",5000,Доставка ЖД,3.24,284.77
6278,2200,873,[Просчет] Алина Зернова / заварники 24-03-2025,3000,Доставка ЖД,1.56375,137.61
6279,2200,873,[Просчет] Алина Зернова / заварники 24-03-2025,3000,Доставка АВИА,1.644431818,144.71
6280,2201,873,[Просчет] Алина Зернова / заварники 24-03-2025,3000,Доставка ЖД,1.85,162.8
6281,2201,873,[Просчет] Алина Зернова / заварники 24-03-2025,3000,Доставка АВИА,2.000909091,176.08
6282,2202,873,[Просчет] Алина Зернова / заварники 24-03-2025,3000,Доставка ЖД,2.554659091,224.81
6283,2202,873,[Просчет] Алина Зернова / заварники 24-03-2025,3000,Доставка АВИА,2.691818182,236.88
6284,2203,873,[Просчет] Алина Зернова / заварники 24-03-2025,3000,Доставка ЖД,1.814545455,159.68
6285,2203,873,[Просчет] Алина Зернова / заварники 24-03-2025,3000,Доставка АВИА,1.951704545,171.75
6286,2204,873,[Просчет] Алина Зернова / заварники 24-03-2025,3000,Доставка ЖД,1.6925,148.94
6287,2204,873,[Просчет] Алина Зернова / заварники 24-03-2025,3000,Доставка АВИА,1.773181818,156.04
6288,2205,874,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,10000,Доставка ЖД,4.12,367.8767511111111
6289,2205,874,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,10000,Доставка АВИА,4.85,391.40883111111106
6290,2206,874,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,10000,Доставка ЖД,3.09,279.0
6291,2206,874,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,50000,Доставка ЖД,2.55,231.0
6292,2207,874,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,10000,Доставка ЖД,4.19,379.0
6293,2207,874,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,50000,Доставка ЖД,3.61,329.0
6294,2208,874,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,5000,Доставка ЖД,1.98,176.13
6295,2208,874,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,10000,Доставка ЖД,1.44,128.0
6296,2208,874,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,30000,Доставка ЖД,1.19,106.37
6301,2211,875,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,3000,Доставка ЖД,5.86,516.01
6302,2211,875,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,3000,Доставка АВИА,6.03,530.97
6303,2211,875,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,5000,Доставка ЖД,5.84,513.74
6304,2211,875,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,5000,Доставка АВИА,6.01,528.7
6305,2212,875,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,3000,Доставка ЖД,5.57,490.27
6306,2212,875,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,3000,Доставка АВИА,5.74,505.23
6307,2212,875,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,5000,Доставка ЖД,5.55,488.0
6308,2212,875,[Просчет-РФ] Юлия Чикен Карри / Много разного под магазин 24-03-2025,5000,Доставка АВИА,5.72,502.96
6313,2214,877,[Просчет-РФ] Ручки 3х видов Халва,172000,Доставка ЖД,1.35,120.79070201550385
6314,2214,877,[Просчет-РФ] Ручки 3х видов Халва,172000,Доставка АВИА,1.460821613812544,131.52388601550385
6315,2215,877,[Просчет-РФ] Ручки 3х видов Халва,1080000,Доставка ЖД,0.21,19.508574814814818
6316,2215,877,[Просчет-РФ] Ручки 3х видов Халва,1080000,Доставка АВИА,0.26,23.597406814814818
6317,2216,877,[Просчет-РФ] Ручки 3х видов Халва,1100000,Доставка ЖД,0.22,19.992892121212122
6318,2216,877,[Просчет-РФ] Ручки 3х видов Халва,1100000,Доставка АВИА,0.26,24.081724121212122
6319,2217,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,22720,Доставка ЖД,9.39,842.0
6320,2218,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,22720,Доставка ЖД,9.72,882.0
6321,2219,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,22720,Доставка ЖД,6.82,634.0
6322,2220,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,22720,Доставка ЖД,9.035835574050363,795.1535305164319
6323,2221,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,22720,Доставка ЖД,8.84,812.0
6324,2222,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,22720,Доставка ЖД,17.1,1600.0909971830984
6325,2223,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,22720,Доставка ЖД,15.62,1410.0
6326,2224,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,22720,Доставка ЖД,7.619340203679991,699.2486045905059
6327,2225,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,9280,Доставка ЖД,10.9,1001.0
6328,2225,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,20000,Доставка ЖД,9.88,911.0
6329,2226,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,9280,Доставка ЖД,5.78,525.05
6330,2227,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,9280,Доставка ЖД,5.23,476.49
6331,2228,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,9280,Доставка ЖД,6.27,578.36
6332,2228,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,10000,Доставка ЖД,7.04,646.38
6333,2229,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,9280,Доставка ЖД,10.07,931.23
6334,2230,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,9280,Доставка ЖД,4.36,388.95
6335,2231,878,[Просчет-РФ] Детский подарок НГ_3200 шт._РОСНЕФТЬ_КГИ,9280,Доставка ЖД,4.23,377.6
